"","Cassiope tetragona","Dryas integrifolia","Luzula arctica","Luzula confusa","Oxyria digyna","Salix arctica","Betula nana","Rubus chamaemorus","Carex bigelowii","Poa arctica","Vaccinium vitis-idaea","Ledum palustre","Pedicularis lapponica","Eriophorum angustifolium","Polygonum viviparum","Salix pulchra","Eriophorum vaginatum","Carex aquatilis","Petasites frigidus","Pedicularis sudetica","Vaccinium uliginosum","Pedicularis langsdorffii","Eriophorum scheuchzeri","Pedicularis kanei","Saxifraga punctata","Luzula wahlenbergii","Calamagrostis holmii","Salix ovalifolia","Pedicularis capitata","Pyrola grandiflora","Arctagrostis latifolia","Saxifraga foliolosa","Carex rariflora","Comarum palustre","Epilobium palustre","Dupontia fisheri","Hippuris vulgaris","Juncus biglumis","Juncus albescens","Saxifraga cernua","Carex chordorrhiza","Caltha palustris","Hierochloe pauciflora","Saxifraga hirculus","Minuartia arctica","Bromus pumpellianus","Salix lanata","Packera hyperborealis","Achillea lanulosa","Stellaria laeta","Saxifraga hieraciifolia","Salix reticulata","Draba nivalis","Erigeron eriocephalus","Kobresia sibirica","Koeleria asiatica","Festuca brachyphylla","Salix glauca","Empetrum nigrum","Salix alaxensis","Poa glauca","Arctostaphylos rubra","Astragalus alpinus","Salix niphoclada","Elymus arenarius","Androsace septentrionalis","Lupinus arcticus","Stellaria edwardsii","Saussurea angustifolia","Carex maritima","Lagotis glauca","Potentilla hookeriana","Tofieldia pusilla","Tofieldia coccinea","Poa lanata","Antennaria friesiana","Polygonum bistorta","Bupleurum americanum","Tephroseris atropurpurea","Artemisia glomerata","Artemisia borealis","Luzula multiflora","Carex obtusata","Cardamine pratensis","Stellaria monantha","Alopecurus alpinus","Artemisia arctica","Salix phlebophylla","Anemone parviflora","Diapensia lapponica","Hierochloe alpina","Carex scirpoidea","Salix rotundifolia","Calamagrostis inexpansa","Cochlearia officinalis","Arnica lessingii","Eriophorum russeolum","Arctophila fulva","Ranunculus pallasii","Draba micropetala","Senecio atropurpureus","Ranunculus nivalis","Potentilla hyparctica","Cerastium gorodkovianum","Poa alpina","Saxifraga flagellaris","Papaver hultenii","Papaver macounii","Rumex arcticus","Eutrema edwardsii","Salix polaris","Deschampsia flexuosa","Calluna vulgaris","Empetrum hermaphroditum","Phyllodoce caerulea","Vaccinium myrtillus","Juniperus communis","Trientalis europaea","Arctostaphylos alpina","Hieracium alpinum","Solidago virgaurea","Juncus trifidus","Diphasiastrum alpinum","Festuca ovina","Cassiope hypnoides","Andromeda polifolia","Diphasiastrum complanatum","Loiseleuria procumbens","Betula pubescens","Salix herbacea","Bistorta vivipara","Rumex acetosa","Calamagrostis lapponica","Carex lachenalii","Luzula spicata","Agrostis mertensii","Carex brunnescens","Poa pratensis","Gnaphalium supinum","Sibbaldia procumbens","Vahlodea atropurpurea","Phleum alpinum","XXXCarex:SWEDEN","Rhodiola rosea","XXXTaraxacum:SWEDEN","Viola biflora","Antennaria dioica","Gentiana nivalis","Ranunculus acris","Veronica alpina","Anthoxanthum odoratum","Antennaria alpina","Pyrola minor","Androsace chamaejasme","Potentilla robbinsiana","Leymus mollis","Rhododendron lapponicum","Salix hastata","Salix myrsinites","Carex vaginata","Chamorchis alpina","Astragalus frigidus","Bartsia alpina","Carex parallela","Pinguicula vulgaris","Calamagrostis stricta","XXXFestuca:THUFUVER","Luzula arcuata","Minuartia biflora","Minuartia stricta","Pedicularis flammea","Cerastium alpinum","Deschampsia alpina","Euphrasia frigida","Kobresia myosuroides","Koenigia islandica","Arabis petraea","Armeria maritima","Thymus praecox","Salix phylicifolia","Silene acaulis","XXXSagina:THUFUVER","XXXMinuartia:THUFUVER","Saxifraga nivalis","Thalictrum alpinum","Festuca richardsonii","Dryas octopetala","Oxytropis nigrescens","Pedicularis lanata","XXXCarex microchaeta&rupestris:WOLFCREEK","Linnaea borealis","Arctous alpina","Lysimachia europaea","Saussurea alpina","Deschampsia cespitosa","XXXHepatica:ABISKO","Orthilia secunda","Persicaria vivipara","Equisetum arvense","Luzula nivalis","Luzula parviflora","Carex rupestris","XXXLuzula spicata/confusa:DISKO","XXXPoa:DISKO","Stellaria longipes","Festuca rubra","Cerastium arcticum","Carex microglochin","Carex norvegica","Carex capillaris","Saxifraga tricuspidata","Carex fuliginosa","Potentilla crantzii","Pyrola rotundifolia","Saxifraga aizoides","Festuca vivipara","Taraxacum croceum","Trisetum spicatum","Cerastium cerastoides","Parnassia palustris","Rumex alpestris","Trollius europaeus","Gymnadenia conopsea","Pinguicula villosa","Vaccinium microcarpum","Pseudorchis albida","Alopecurus magellanicus","XXXDUPONTIA:SADVENT","XXXWOODYDRYAS:SADVENT","Stellaria crassipes","XXXWOODYSALIX:SADVENT","Pedicularis dasyantha","Saxifraga oppositifolia","Harrimanella hypnoides","Potentilla uniflora","XXXFORB:KANGER","XXXGRAMINOID:KANGER","XXXPOLYGONUM:KANGER","XXXSTELLARIA:KANGER","XXXCAMPANULA:KANGER","XXXPOA:SADVENT","Carex supina","Carex nardina","Lesquerella arctica","Arenaria pseudofrigida","XXXDryas:ZACKENBERG","XXXLuzula:ZACKENBERG","Dupontia psilosantha","Eriophorum triste","Pedicularis hirsuta","XXXFestuca:ZACKENBERG","Papaver radicatum","Ledum decumbens","Pyrola secunda","Salix chamissonis","Arnica alpina","XXXPedicularis:TOOLIK","XXXEriophorum:TOOLIK","Polemonium acutiflorum","Carex microchaeta","XXXGentiana:TOOLIK","XXXCalamagrostis:TOOLIK","XXXUNKDIC:TOOLIK","XXXUNKGRA:TOOLIK","Valeriana capitata","Salix fuscescens","Carex rotundata","Pedicularis labradorica","XXXStellaria:TOOLIK","Oxytropis maydelliana","Cardamine hyperborea","Carex misandra","Epilobium latifolium","XXXCarex:TOOLIK","XXXArnica:TOOLIK","XXXTofieldia:TOOLIK","Ranunculus lapponicus","XXXAnemone:TOOLIK","XXXUNKFOR:TOOLIK","Geum glaciale","Oxycoccus microcarpus","XXXAntennaria:ANWR","Arnica frigida","XXXCOMP:ANWR","Douglasia ochotensis","Salix planifolia","XXXCalamagrostis:ANWR","Oxytropis borealis","Astragalus umbellatus","Boykinia richardsonii","Carex krausei","Hedysarum alpinum","XXXUNIFOR:ANWR","XXXTofieldia:ANWR","XXXSenecio:ANWR","XXXCardamine:ANWR","XXXLuzula:ANWR","XXXSEDGE:ANWR","XXXGRAMINOID:ANWR","XXXPedicularis:ANWR","XXXPoa:ANWR","Festuca altaica","XXXCarex:BROOKS","Potentilla fruticosa","Salix arbusculoides","Gentiana propinqua","XXXDraba:ENDALEN","Saxifraga cespitosa","Ranunculus pygmaeus","Alopecurus borealis","Poa tolmatchewii","Salix arctica/arctophila","XXXSALIX:AUYUITTUQ","XXXGRAMINOID:AUYUITTUQ","Persicaria bistorta","Minuartia obtusiloba","XXXEriophorum scheuchzeri/chamissonis:ATQASUK","Papaver lapponicum","Tephroseris integrifolia","XXXEriophorum scheuchzeri/chamissonis:BARROW","XXXGRASS:BARROW","Cerastium beeringianum","XXXGRAMINOID:BARROW","Carex subspathacea","Stellaria humifusa","Draba lactea","Silene uralensis","Chrysosplenium tetrandrum","Coptidium pallasii","XXXDraba:BYLOT","Cardamine bellidifolia","XXXLuzula:BYLOT","XXXRanunculaceae:BYLOT","XXXSaxifraga:BYLOT","Carex membranacea","Carex amblyorhyncha","Carex atrofusca","XXXDraba:ALEXFIORD","Braya purpurascens","Kobresia simpliciuscula","Melandrium affine","Galium verum","Galium boreale","Galium normanii","Avenella flexuosa","Agrostis vinealis","XXXluzula:QHI","XXXothergram:QHI","Festuca baffinensis","XXXotherherb:QHI","XXXcarex:QHI","Saxifraga nelsoniana","XXXotherforb:QHI","Cardamine digitata","Oxytropis campestris","Pedicularis verticillata","XXXkobresia:QHI","Lagotis minor"
"ENDALEN:CAS-H:End",78.3395728750106,0,0,1.08695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23666770659028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1304347826087,12.4353002070393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENDALEN:CAS-L:Begin",70.5527589615717,0,0,1.16279069767442,2.10526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0300210557249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87312891107261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4989729910171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENDALEN:CAS-L:End",45.7202111613876,0,0,8.87254901960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7541478129713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47058823529412,18.6500754147813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENDALEN:DRY-H:Begin",0,0,0,7.69202226345084,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5.51119356833643,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4541743970315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9271490414348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86209029066172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19202226345084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENDALEN:DRY-H:End",0,0,0,3.88176638176638,0,0,0,0,0,5.76923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8525641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3547008547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0982905982906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64423076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENDALEN:DRY-L:Begin",0,0,3.50687678273885,1.30858706808074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5360041671953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28155076744185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79962721342032,0,0,0,0,0,57.8917424416436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1434710397403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26582278481013,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENDALEN:DRY-L:End",0,0,1.62974280621339,4.30112024314923,1.23456790123457,0,0,0,0,4.61538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2196976715306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50586456895067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80051150895141,0,0,0,0,0,54.4876314049375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2362004450666,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68384326355341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FURI:FURI4:Begin",0,0,0,0,0,0,37.2093023255814,0,0,0,4.9924048477528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6583690763516,47.6057073591389,69.3170239078426,3.6220335701015,2.59686127692618,0.284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FURI:FURI4:End",0,0,0,0,0,0,25.8315323407938,0,0,0,9.55220558107923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22254242882303,58.0249331566157,47.1395391269246,6.37088556711632,0.865007133610035,6.55719923573044,0,0.129533678756477,0.33112582781457,0,0,0,0,0,0,0,0,0.353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FURI:FURI5:Begin",0,0,0,0,0,0,16,0,0,0,5.79214859415741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.472217939635,31.6032973395674,52.4782040200711,5.72540956127215,1.87183580242069,36.955200064363,0.175131348511384,13.2450331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FURI:FURI5:End",0,0,0,0,0,0,41.3870004734665,0,0,0,5.86130326328519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39581509546792,56.5202936017293,42.814666194261,17.6436101662688,1.27320510874143,28.106318698978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FURI:FURI6:Begin",0,0,0,0,0,0,23.3275718052793,0,0,0,8.52007690901832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2196653287156,26.6426530865731,70.9924840430797,9.23394252578699,2.1676738314492,0,0,3.42465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
